expression,reading,level
上回る,うわまわる,JLPT_1 JLPT
植わる,うわる,JLPT_1 JLPT
運営,うんえい,JLPT_1 JLPT
うんざり,うんざり,JLPT_1 JLPT
運送,うんそう,JLPT_1 JLPT
運賃,うんちん,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese
云々,うんぬん,JLPT_1 JLPT
運搬,うんぱん,JLPT_1 JLPT
運命,うんめい,JLPT_1 JLPT
運輸,うんゆ,JLPT_1 JLPT
運用,うんよう,JLPT_1 JLPT
エアメール,エアメール,JLPT_1 JLPT
～営,～えい,JLPT_1 JLPT
英字,えいじ,JLPT_1 JLPT
映写,えいしゃ,JLPT_1 JLPT
映像,えいぞう,JLPT_1 JLPT
英雄,えいゆう,JLPT_1 JLPT
液,えき,JLPT_1 JLPT
閲覧,えつらん,JLPT_1 JLPT
獲物,えもの,JLPT_1 JLPT
襟,えり,JLPT_1 JLPT
エレガント,エレガント,JLPT_1 JLPT
円滑,えんかつ,JLPT_1 JLPT
縁側,えんがわ,JLPT_1 JLPT
沿岸,えんがん,JLPT_1 JLPT
婉曲,えんきょく,JLPT_1 JLPT
演出,えんしゅつ,JLPT_1 JLPT
エンジニア,エンジニア,JLPT_1 JLPT
演じる,えんじる,JLPT_1 JLPT
演ずる,えんずる,JLPT_1 JLPT
沿線,えんせん,JLPT_1 JLPT
縁談,えんだん,JLPT_1 JLPT
遠方,えんぽう,JLPT_1 JLPT
円満,えんまん,JLPT_1 JLPT
追い込む,おいこむ,JLPT_1 JLPT
追い出す,おいだす,JLPT_1 JLPT
於いて,おいて,JLPT_1 JLPT
老いる,おいる,JLPT_1 JLPT
応急,おうきゅう,JLPT_1 JLPT
黄金,おうごん,JLPT_1 JLPT
往診,おうしん,JLPT_1 JLPT
応募,おうぼ,JLPT_1 JLPT
おおい (かん),おおい (かん),JLPT_1 JLPT
大方,おおかた,JLPT_1 JLPT
大柄,おおがら,JLPT_1 JLPT
おおげさ,おおげさ,JLPT_1 JLPT
大筋,おおすじ,JLPT_1 JLPT
大空,おおぞら,JLPT_1 JLPT
オートマチック,オートマチック,JLPT_1 JLPT
大幅,おおはば,JLPT JLPT_1 MediaMissing
おおまかな,おおまかな,JLPT_1 JLPT
大水,おおみず,JLPT_1 JLPT
公,おおやけ,JLPT_1 JLPT
犯す,おかす,JLPT_1 JLPT
侵す,おかす,JLPT_1 JLPT
臆病,おくびょう,JLPT_1 JLPT
遅らす,おくらす,JLPT_1 JLPT
厳か,おごそか,JLPT_1 JLPT
行い,おこない,JLPT_1 JLPT
おごる (ゆうしょくを～),おごる (ゆうしょくを～),JLPT_1 JLPT
収まる,おさまる,JLPT_1 JLPT
納まる,おさまる,JLPT_1 JLPT
治まる,おさまる,JLPT_1 JLPT
お産,おさん,JLPT_1 JLPT
押し切る,おしきる,JLPT_1 JLPT
押し込む,おしこむ,JLPT_1 JLPT
惜しむ,おしむ,JLPT_1 JLPT
押し寄せる,おしよせる,JLPT_1 JLPT
雄,おす,JLPT_1 JLPT
御世辞,おせじ,JLPT_1 JLPT
襲う,おそう,JLPT_1 JLPT
遅くとも,おそくとも,JLPT_1 JLPT
恐れ,おそれ,JLPT_1 JLPT
恐れ入る,おそれいる,JLPT_1 JLPT
おだてる,おだてる,JLPT_1 JLPT
落ち込む,おちこむ,JLPT_1 Genki_Ln.16 JLPT Genki
落ち着き,おちつき,JLPT_1 JLPT
落葉,おちば,JLPT_1 JLPT
乙,おつ,JLPT_1 JLPT
お使い,おつかい,JLPT_1 JLPT
おっかない,おっかない,JLPT_1 JLPT
お手上げ,おてあげ,JLPT_1 JLPT
おどおど,おどおど,JLPT_1 JLPT
脅す,おどす,JLPT_1 JLPT
訪れる,おとずれる,JLPT_1 JLPT
お供,おとも,JLPT_1 JLPT
衰える,おとろえる,JLPT_1 JLPT
同い年,おないどし,JLPT_1 JLPT
自ずから,おのずから,JLPT_1 JLPT
怯える,おびえる,JLPT_1 JLPT
おびただしい,おびただしい,JLPT_1 JLPT
脅かす,おびやかす,JLPT_1 JLPT
帯びる,おびる,JLPT_1 JLPT
お袋,おふくろ,JLPT_1 JLPT
覚え,おぼえ,JLPT_1 JLPT
おまけ,おまけ,JLPT_1 JLPT
お宮,おみや,JLPT_1 JLPT
おむつ,おむつ,JLPT_1 JLPT
思い付き,おもいつき,JLPT_1 JLPT
趣,おもむき,JLPT_1 JLPT
赴く,おもむく,JLPT_1 JLPT
重んじる,おもんじる,JLPT_1 JLPT
重んずる,おもんずる,JLPT_1 JLPT
親父,おやじ,JLPT_1 JLPT
及び,および,JLPT_1 JLPT
及ぶ,およぶ,JLPT_1 JLPT
折,おり,JLPT_1 JLPT
檻,おり,JLPT_1 JLPT
オリエンテーション,オリエンテーション,JLPT_1 JLPT
折り返す,おりかえす,JLPT_1 JLPT
織物,おりもの,JLPT_1 JLPT
俺,おれ,JLPT_1 JLPT
愚か,おろか,JLPT_1 JLPT
おろそか,おろそか,JLPT_1 JLPT
おんぶ,おんぶ,JLPT_1 JLPT
オンライン,オンライン,JLPT_1 JLPT
温和,おんわ,JLPT_1 JLPT
我,が～,JLPT_1 JLPT
カーペット,カーペット,JLPT_1 JLPT
～界,～かい,JLPT_1 JLPT
～街,～がい,JLPT_1 JLPT
改悪,かいあく,JLPT_1 JLPT
海運,かいうん,JLPT_1 JLPT
外貨,がいか,JLPT_1 JLPT
改革,かいかく,JLPT_1 JLPT
貝殻,かいがら,JLPT_1 JLPT
外観,がいかん,JLPT_1 JLPT
階級,かいきゅう,JLPT_1 JLPT
海峡,かいきょう,JLPT_1 JLPT
会見,かいけん,JLPT_1 JLPT
介護,かいご,JLPT_1 JLPT
開催,かいさい,JLPT_1 JLPT
回収,かいしゅう,JLPT_1 JLPT
改修,かいしゅう,JLPT_1 JLPT
怪獣,かいじゅう,JLPT_1 JLPT
解除,かいじょ,JLPT_1 JLPT
外相,がいしょう,JLPT_1 JLPT
害する,がいする,JLPT_1 JLPT
概説,がいせつ,JLPT_1 JLPT
回送,かいそう,JLPT_1 JLPT
階層,かいそう,JLPT_1 JLPT
開拓,かいたく,JLPT_1 JLPT
会談,かいだん,JLPT_1 JLPT
改定,かいてい,JLPT_1 JLPT
改訂,かいてい,JLPT_1 JLPT
ガイド,ガイド,JLPT_1 JLPT
街道,かいどう,JLPT_1 JLPT
該当,がいとう,JLPT_1 JLPT
街頭,がいとう,JLPT_1 JLPT
ガイドブック,ガイドブック,JLPT_1 JLPT
介入,かいにゅう,JLPT_1 JLPT
概念,がいねん,JLPT_1 JLPT
開発,かいはつ,JLPT_1 JLPT
海抜,かいばつ,JLPT_1 JLPT
介抱,かいほう,JLPT_1 JLPT
解剖,かいぼう,JLPT_1 JLPT
外来,がいらい,JLPT_1 JLPT
回覧,かいらん,JLPT_1 JLPT
概略,がいりゃく,JLPT_1 JLPT
海流,かいりゅう,JLPT_1 JLPT
改良,かいりょう,JLPT_1 JLPT
回路,かいろ,JLPT_1 JLPT
海路,かいろ,JLPT_1 JLPT
省みる,かえりみる,JLPT_1 JLPT
顧みる,かえりみる,JLPT_1 JLPT
顔付き,かおつき,JLPT_1 JLPT
課外,かがい,JLPT_1 JLPT
掲げる,かかげる,JLPT_1 JLPT
かかと,かかと,JLPT_1 JLPT
書き取る,かきとる,JLPT_1 JLPT
掻き回す,かきまわす,JLPT_1 JLPT
かく (はじを),かく (はじを),JLPT_1 JLPT
～画,～かく,JLPT_1 JLPT
学芸,がくげい,JLPT_1 JLPT
格差,かくさ,JLPT_1 JLPT
拡散,かくさん,JLPT_1 JLPT
学士,がくし,JLPT_1 JLPT
各種,かくしゅ,JLPT_1 JLPT
隔週,かくしゅう,JLPT_1 JLPT
確信,かくしん,JLPT_1 JLPT
革新,かくしん,JLPT_1 JLPT
学説,がくせつ,JLPT_1 JLPT
確定,かくてい,JLPT_1 JLPT
カクテル,カクテル,JLPT_1 JLPT
獲得,かくとく,JLPT_1 JLPT
楽譜,がくふ,JLPT_1 JLPT
確保,かくほ,JLPT_1 JLPT
革命,かくめい,JLPT_1 JLPT
確立,かくりつ,JLPT_1 JLPT
賭,かけ,JLPT_1 JLPT
掛～,かけ～,JLPT_1 JLPT
～掛け,～かけ,JLPT_1 JLPT
崖,がけ,JLPT_1 JLPT
駆け足,かけあし,JLPT_1 JLPT
家計,かけい,JLPT_1 JLPT
駆けっこ,かけっこ,JLPT_1 JLPT
加工,かこう,JLPT_1 JLPT
化合,かごう,JLPT_1 JLPT
かさばる,かさばる,JLPT_1 JLPT
かさむ,かさむ,JLPT_1 JLPT
箇条書,かじょうがき,JLPT_1 JLPT
頭,かしら,JLPT_1 JLPT
微か,かすか,JLPT_1 JLPT
霞む,かすむ,JLPT_1 JLPT
擦る,かする,JLPT_1 JLPT
火星,かせい,JLPT_1 JLPT
化石,かせき,JLPT_1 JLPT
河川,かせん,JLPT_1 JLPT
化繊,かせん,JLPT_1 JLPT
過疎,かそ,JLPT_1 JLPT
片～,かた～,JLPT_1 JLPT
片言,かたこと,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese
傾ける,かたむける,JLPT_1 JLPT
固める,かためる,JLPT_1 JLPT
傍ら,かたわら,JLPT_1 JLPT
花壇,かだん,JLPT_1 JLPT
家畜,かちく,JLPT_1 JLPT
且つ,かつ,JLPT_1 JLPT
がっくり,がっくり,JLPT_1 JLPT
合唱,がっしょう,JLPT_1 JLPT
がっしり,がっしり,JLPT_1 JLPT
合致,がっち,JLPT_1 JLPT
がっちり,がっちり,JLPT_1 JLPT
かつて,かつて,JLPT_1 JLPT
勝手,かって,JLPT_1 JLPT
カット,カット,JLPT_1 JLPT
活発,かっぱつ,JLPT_1 JLPT
合併,がっぺい,JLPT_1 JLPT
カテゴリー,カテゴリー,JLPT_1 JLPT
叶う,かなう,JLPT_1 JLPT
叶える,かなえる,JLPT_1 JLPT
金槌,かなづち,JLPT_1 JLPT
かなわない,かなわない,JLPT_1 JLPT
加入,かにゅう,JLPT_1 JLPT
予て,かねて,JLPT_1 JLPT
庇う,かばう,JLPT_1 JLPT
株式,かぶしき,JLPT_1 JLPT
かぶれる,かぶれる,JLPT_1 JLPT
花粉,かふん,JLPT_1 JLPT
貨幣,かへい,JLPT_1 JLPT
構える,かまえる,JLPT_1 JLPT
過密,かみつ,JLPT_1 JLPT
噛み切る,かみきる,JLPT_1 JLPT
カムバック,カムバック,JLPT_1 JLPT
カメラマン,カメラマン,JLPT_1 JLPT
粥,かゆ,JLPT_1 JLPT
体付き,からだつき,JLPT_1 JLPT
絡む,からむ,JLPT_1 JLPT
かりに,かりに,JLPT_1 JLPT
カルテ,カルテ,JLPT_1 JLPT
ガレージ,ガレージ,JLPT_1 JLPT
過労,かろう,JLPT_1 JLPT
かろうじて,かろうじて,JLPT_1 JLPT
交す,かわす,JLPT_1 JLPT
代る代る,かわるがわる,JLPT_1 JLPT
簡易,かんい,JLPT_1 JLPT
灌漑,かんがい,JLPT_1 JLPT
眼科,がんか,JLPT_1 JLPT
眼球,がんきゅう,JLPT_1 JLPT
玩具,がんぐ,JLPT_1 JLPT
簡潔,かんけつ,JLPT_1 JLPT
還元,かんげん,JLPT_1 JLPT
看護,かんご,JLPT_1 JLPT
漢語,かんご,JLPT_1 JLPT
頑固,がんこ,JLPT_1 JLPT
勧告,かんこく,JLPT_1 JLPT
換算,かんさん,JLPT_1 JLPT
監視,かんし,JLPT_1 JLPT
慣習,かんしゅう,JLPT_1 JLPT
観衆,かんしゅう,JLPT_1 JLPT
願書,がんしょ,JLPT_1 JLPT
干渉,かんしょう,JLPT_1 JLPT
頑丈,がんじょう,JLPT_1 JLPT
感触,かんしょく,JLPT_1 JLPT
肝心,かんじん,JLPT_1 JLPT
肝腎,かんじん,JLPT_1 JLPT
関税,かんぜい,JLPT_1 JLPT
岩石,がんせき,JLPT_1 JLPT
感染,かんせん,JLPT_1 JLPT
幹線,かんせん,JLPT_1 JLPT
簡素,かんそ,JLPT_1 JLPT
観点,かんてん,JLPT_1 JLPT
感度,かんど,JLPT_1 JLPT
カンニング,カンニング,JLPT_1 JLPT
元年,がんねん,JLPT_1 JLPT
幹部,かんぶ,JLPT_1 JLPT
完ぺき,かんぺき,JLPT_1 JLPT
勘弁,かんべん,JLPT_1 JLPT
感無量,かんむりょう,JLPT_1 JLPT
勧誘,かんゆう,JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese
関与,かんよ,JLPT_1 JLPT
寛容,かんよう,JLPT_1 JLPT
元来,がんらい,JLPT_1 JLPT
観覧,かんらん,JLPT_1 JLPT
慣例,かんれい,JLPT_1 JLPT
還暦,かんれき,JLPT_1 JLPT
貫禄,かんろく,JLPT_1 JLPT
緩和,かんわ,JLPT_1 JLPT
議案,ぎあん,JLPT_1 JLPT
危害,きがい,JLPT_1 JLPT
企画,きかく,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese
規格,きかく,JLPT_1 JLPT
着飾る,きかざる,JLPT_1 JLPT
気兼ね,きがね,JLPT_1 JLPT
気軽,きがる,JLPT_1 JLPT
危機,きき,JLPT_1 JLPT
聞き取り,ききとり,JLPT_1 JLPT
効き目,ききめ,JLPT_1 JLPT
帰京,ききょう,JLPT_1 JLPT
戯曲,ぎきょく,JLPT_1 JLPT
基金,ききん,JLPT_1 JLPT
喜劇,きげき,JLPT_1 JLPT
議決,ぎけつ,JLPT_1 JLPT
棄権,きけん,JLPT_1 JLPT
既婚,きこん,JLPT_1 JLPT
気障,きざ,JLPT_1 JLPT
記載,きさい,JLPT_1 JLPT
兆,きざし,JLPT_1 JLPT
気質,きしつ,JLPT_1 JLPT
期日,きじつ,JLPT_1 JLPT
きしむ,きしむ,JLPT_1 JLPT
議事堂,ぎじどう,JLPT_1 JLPT
記述,きじゅつ,JLPT_1 JLPT
気象,きしょう,JLPT_1 JLPT
傷付く,きずつく,JLPT_1 JLPT
傷付ける,きずつける,JLPT_1 JLPT
犠牲,ぎせい,JLPT_1 JLPT
汽船,きせん,JLPT_1 JLPT
寄贈,きぞう,JLPT_1 JLPT
偽造,ぎぞう,JLPT_1 JLPT
貴族,きぞく,JLPT_1 JLPT
議題,ぎだい,JLPT_1 JLPT
鍛える,きたえる,JLPT_1 JLPT
気立て,きだて,JLPT_1 JLPT
来る,きたる,JLPT_1 JLPT
きちっと,きちっと,JLPT_1 JLPT
几帳面,きちょうめん,JLPT_1 JLPT
きっかり,きっかり,JLPT_1 JLPT
きっちり,きっちり,JLPT_1 JLPT
きっぱり,きっぱり,JLPT_1 JLPT
規定,きてい,JLPT_1 JLPT
起点,きてん,JLPT_1 JLPT
軌道,きどう,JLPT_1 JLPT
技能,ぎのう,JLPT_1 JLPT
規範,きはん,JLPT_1 JLPT
気品,きひん,JLPT_1 JLPT
気風,きふう,JLPT_1 JLPT
起伏,きふく,JLPT_1 JLPT
規模,きぼ,JLPT_1 JLPT
気まぐれ,きまぐれ,JLPT_1 JLPT
生真面目,きまじめ,JLPT_1 JLPT
期末,きまつ,JLPT_1 JLPT
きまりわるい,きまりわるい,JLPT_1 JLPT
記名,きめい,JLPT_1 JLPT
規約,きやく,JLPT_1 JLPT
脚色,きゃくしょく,JLPT_1 JLPT
逆転,ぎゃくてん,JLPT_1 JLPT
脚本,きゃくほん,JLPT_1 JLPT
華奢,きゃしゃ,JLPT_1 JLPT
客観,きゃっかん,JLPT_1 JLPT
キャッチ,キャッチ,JLPT_1 JLPT
キャリア,キャリア,JLPT_1 JLPT
救援,きゅうえん,JLPT_1 JLPT
休学,きゅうがく,JLPT_1 JLPT
究極,きゅうきょく,JLPT_1 JLPT
窮屈,きゅうくつ,JLPT_1 JLPT
球根,きゅうこん,JLPT_1 JLPT
救済,きゅうさい,JLPT_1 JLPT
給仕,きゅうじ,JLPT_1 JLPT
給食,きゅうしょく,JLPT_1 JLPT
休戦,きゅうせん,JLPT_1 JLPT
宮殿,きゅうでん,JLPT_1 JLPT
旧知,きゅうち,JLPT_1 JLPT
窮乏,きゅうぼう,JLPT_1 JLPT
寄与,きよ,JLPT_1 JLPT
強,きょう,JLPT_1 JLPT
～狂,～きょう,JLPT_1 JLPT
驚異,きょうい,JLPT_1 JLPT
教科,きょうか,JLPT_1 JLPT
協会,きょうかい,JLPT_1 JLPT
共学,きょうがく,JLPT_1 JLPT
共感,きょうかん,JLPT_1 JLPT
境遇,きょうぐう,JLPT_1 JLPT
教訓,きょうくん,JLPT_1 JLPT
強行,きょうこう,JLPT_1 JLPT
強硬,きょうこう,JLPT_1 JLPT
教材,きょうざい,JLPT_1 JLPT
凶作,きょうさく,JLPT_1 JLPT
業者,ぎょうしゃ,JLPT_1 JLPT
教習,きょうしゅう,JLPT_1 JLPT
郷愁,きょうしゅう,JLPT_1 JLPT
教職,きょうしょく,JLPT_1 JLPT
興じる,きょうじる,JLPT_1 JLPT
強制,きょうせい,JLPT_1 JLPT
行政,ぎょうせい,JLPT_1 JLPT
業績,ぎょうせき,JLPT_1 JLPT
共存,きょうぞん,JLPT_1 JLPT
協定,きょうてい,JLPT_1 JLPT
郷土,きょうど,JLPT_1 JLPT
脅迫,きょうはく,JLPT_1 JLPT
業務,ぎょうむ,JLPT_1 JLPT
共鳴,きょうめい,JLPT_1 JLPT
郷里,きょうり,JLPT_1 JLPT
強烈,きょうれつ,JLPT_1 JLPT
共和,きょうわ,JLPT_1 JLPT
局限,きょくげん,JLPT_1 JLPT
極端,きょくたん,JLPT_1 JLPT
居住,きょじゅう,JLPT_1 JLPT
拒絶,きょぜつ,JLPT_1 JLPT
漁船,ぎょせん,JLPT_1 JLPT
漁村,ぎょそん,JLPT_1 JLPT
拒否,きょひ,JLPT_1 JLPT
許容,きょよう,JLPT_1 JLPT
清らか,きよらか,JLPT_1 JLPT
きらびやか,きらびやか,JLPT_1 JLPT
～きり,～きり,JLPT_1 JLPT
義理,ぎり,JLPT_1 JLPT
切替,きりかえ,JLPT_1 JLPT
気流,きりゅう,JLPT_1 JLPT
切れ目,きれめ,JLPT_1 JLPT
疑惑,ぎわく,JLPT_1 JLPT
極めて,きわめて,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese
近眼,きんがん,JLPT_1 JLPT
緊急,きんきゅう,JLPT_1 JLPT
近郊,きんこう,JLPT_1 JLPT
均衡,きんこう,JLPT_1 JLPT
禁じる,きんじる,JLPT_1 JLPT
勤勉,きんべん,JLPT_1 JLPT
吟味,ぎんみ,JLPT_1 JLPT
勤務,きんむ,JLPT_1 JLPT
禁物,きんもつ,JLPT_1 JLPT
勤労,きんろう,JLPT_1 JLPT
クイズ,クイズ,JLPT_1 JLPT
食い違う,くいちがう,JLPT_1 JLPT
空間,くうかん,JLPT_1 JLPT
空腹,くうふく,JLPT_1 JLPT
区画,くかく,JLPT_1 JLPT
区間,くかん,JLPT_1 JLPT
茎,くき,JLPT_1 JLPT
区切り,くぎり,JLPT_1 JLPT
くぐる,くぐる,JLPT_1 JLPT
くじ (～をひく),くじ (～をひく),JLPT_1 JLPT
くじびき,くじびき,JLPT_1 JLPT
くすぐったい,くすぐったい,JLPT_1 JLPT
愚痴,ぐち,JLPT_1 JLPT
口吟む,くちずさむ,JLPT_1 JLPT
嘴,くちばし,JLPT_1 JLPT
朽ちる,くちる,JLPT_1 JLPT
覆す,くつがえす,JLPT_1 JLPT
くっきり,くっきり,JLPT_1 JLPT
屈折,くっせつ,JLPT_1 JLPT
ぐっと,ぐっと,JLPT_1 JLPT
首飾り,くびかざり,JLPT_1 JLPT
首輪,くびわ,JLPT_1 JLPT
組み込む,くみこむ,JLPT_1 JLPT
組み合わせる,くみあわせる,JLPT_1 JLPT
蔵,くら,JLPT_1 JLPT
グレー,グレー,JLPT_1 JLPT
クレーン,クレーン,JLPT_1 JLPT
玄人,くろうと,JLPT_1 JLPT
黒字,くろじ,JLPT_1 JLPT
軍艦,ぐんかん,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese
軍事,ぐんじ,JLPT_1 JLPT
君主,くんしゅ,JLPT_1 JLPT
群集,ぐんしゅう,JLPT_1 JLPT
群衆,ぐんしゅう,JLPT_1 JLPT
軍備,ぐんび,JLPT_1 JLPT
軍服,ぐんぷく,JLPT_1 JLPT
芸,げい,JLPT_1 JLPT
経過,けいか,JLPT_1 JLPT
軽快,けいかい,JLPT_1 JLPT
警戒,けいかい,JLPT_1 JLPT
敬具,けいぐ,Intermediate_Japanese_Ln.4 JLPT_1 JLPT Intermediate_Japanese
軽減,けいげん,JLPT_1 JLPT
掲載,けいさい,JLPT_1 JLPT
傾斜,けいしゃ,JLPT_1 JLPT
形成,けいせい,JLPT_1 JLPT
形勢,けいせい,JLPT_1 JLPT
軽率,けいそつ,JLPT_1 JLPT
刑罰,けいばつ,JLPT_1 JLPT
経費,けいひ,JLPT_1 JLPT
警部,けいぶ,JLPT_1 JLPT
転換,てんかん,JLPT_1 JLPT
転居,てんきょ,JLPT_1 JLPT
転勤,てんきん,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese
点検,てんけん,JLPT_1 JLPT
電源,でんげん,JLPT_1 JLPT
天国,てんごく,JLPT_1 JLPT
天才,てんさい,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese
天災,てんさい,JLPT_1 JLPT
展示,てんじ,JLPT_1 JLPT
伝説,でんせつ,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese
点線,てんせん,JLPT_1 JLPT
転じる,てんじる,JLPT_1 JLPT
転ずる,てんずる,JLPT_1 JLPT
天体,てんたい,JLPT_1 JLPT
伝達,でんたつ,JLPT_1 JLPT
天地,てんち,JLPT_1 JLPT
てんで,てんで,JLPT_1 JLPT
転任,てんにん,JLPT_1 JLPT
展望,てんぼう,JLPT_1 JLPT
伝来,でんらい,JLPT_1 JLPT
転落,てんらく,JLPT_1 JLPT
問い合わせる,といあわせる,JLPT_1 JLPT
当～,とう～,JLPT_1 JLPT
胴,どう,JLPT_1 JLPT
同意,どうい,JLPT_1 JLPT
動員,どういん,JLPT_1 JLPT
同感,どうかん,JLPT_1 JLPT
陶器,とうき,JLPT_1 JLPT
討議,とうぎ,JLPT_1 JLPT
動機,どうき,JLPT_1 JLPT
等級,とうきゅう,JLPT_1 JLPT
同級,どうきゅう,JLPT_1 JLPT
同居,どうきょ,JLPT_1 JLPT
登校,とうこう,JLPT_1 JLPT
統合,とうごう,JLPT_1 JLPT
動向,どうこう,JLPT_1 JLPT
投資,とうし,JLPT_1 JLPT
同情,どうじょう,JLPT_1 JLPT
道場,どうじょう,JLPT_1 JLPT
統制,とうせい,JLPT_1 JLPT
当選,とうせん,JLPT_1 JLPT
逃走,とうそう,JLPT_1 JLPT
統率,とうそつ,JLPT_1 JLPT
到達,とうたつ,JLPT_1 JLPT
統治,とうち,JLPT_1 JLPT
仕切る,しきる,JLPT_1 JLPT
資金,しきん,JLPT_1 JLPT
軸,じく,JLPT_1 JLPT
しくじる,しくじる,JLPT_1 JLPT
仕組,しくみ,JLPT_1 JLPT
死刑,しけい,JLPT_1 JLPT
湿気る,しける,JLPT_1 JLPT
施行,しこう,JLPT_1 JLPT
思考,しこう,JLPT_1 JLPT
志向,しこう,JLPT_1 JLPT
嗜好,しこう,JLPT_1 JLPT
事項,じこう,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese
時刻表,じこくひょう,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese
地獄,じごく,JLPT_1 JLPT
時差,じさ,JLPT_1 JLPT
自在,じざい,JLPT_1 JLPT
視察,しさつ,JLPT_1 JLPT
資産,しさん,JLPT_1 JLPT
支持,しじ,JLPT_1 JLPT
自主,じしゅ,JLPT_1 JLPT
自首,じしゅ,JLPT_1 JLPT
刺繍,ししゅう,JLPT_1 JLPT
市場,しじょう,JLPT_1 JLPT
辞職,じしょく,JLPT_1 JLPT
雫,しずく,JLPT_1 JLPT
システム,システム,JLPT_1 JLPT
沈める,しずめる,JLPT_1 JLPT
施設,しせつ,JLPT_1 JLPT
事前,じぜん,JLPT_1 JLPT
子息,しそく,JLPT_1 JLPT
持続,じぞく,JLPT_1 JLPT
自尊心,じそんしん,JLPT_1 JLPT
慕う,したう,JLPT_1 JLPT
下心,したごころ,JLPT_1 JLPT
下地,したじ,JLPT_1 JLPT
親しむ,したしむ,JLPT_1 JLPT
下調べ,したしらべ,JLPT_1 JLPT
愛想,あいそう,JLPT JLPT_1
間柄,あいだがら,JLPT JLPT_1
合間,あいま,JLPT JLPT_1
敢えて,あえて,JLPT JLPT_1
仰ぐ,あおぐ,JLPT JLPT_1
垢,あか,JLPT JLPT_1
赤字,あかじ,JLPT JLPT_1
明かす,あかす,JLPT JLPT_1
赤らむ,あからむ,JLPT JLPT_1
上がり,あがり,JLPT JLPT_1
諦め,あきらめ,JLPT JLPT_1
アクセル,アクセル,JLPT JLPT_1
あくどい,あくどい,JLPT JLPT_1
顎,あご,JLPT JLPT_1
憧れ,あこがれ,Intermediate_Japanese Intermediate_Japanese_Ln.8 JLPT JLPT_1
麻,あさ,JLPT JLPT_1
あざ,あざ,JLPT JLPT_1
浅ましい,あさましい,JLPT JLPT_1
欺く,あざむく,JLPT JLPT_1
鮮やか,あざやか,JLPT JLPT_1
嘲笑う,あざわらう,JLPT JLPT_1
悪しからず,あしからず,JLPT JLPT_1
味わい,あじわい,JLPT JLPT_1
焦る,あせる,JLPT JLPT_1
あせる (こえが～),あせる (こえが～),JLPT JLPT_1
値,あたい,JLPT JLPT_1
値する,あたいする,JLPT JLPT_1
悪化,あっか,JLPT JLPT_1
扱い,あつかい,JLPT JLPT_1
呆気ない,あっけない,JLPT JLPT_1
あっさり,あっさり,JLPT JLPT_1
斡旋,あっせん,JLPT JLPT_1
圧倒,あっとう,JLPT JLPT_1
圧迫,あっぱく,JLPT JLPT_1
あつらえる,あつらえる,JLPT JLPT_1
圧力,あつりょく,JLPT JLPT_1
当て,あて,JLPT JLPT_1
～宛,～あて,JLPT JLPT_1
当て字,あてじ,JLPT JLPT_1
跡継ぎ,あとつぎ,JLPT JLPT_1
後回し,あとまわし,JLPT JLPT_1
油絵,あぶらえ,JLPT JLPT_1
アプローチ,アプローチ,JLPT JLPT_1
あべこべ,あべこべ,JLPT JLPT_1
甘える,あまえる,JLPT JLPT_1
雨具,あまぐ,JLPT JLPT_1
甘口,あまくち,JLPT JLPT_1
アマチュア,アマチュア,JLPT JLPT_1
網,あみ,JLPT JLPT_1
操る,あやつる,JLPT JLPT_1
危ぶむ,あやぶむ,JLPT_1 JLPT
あやふや,あやふや,JLPT_1 JLPT
過ち,あやまち,JLPT_1 JLPT
誤る,あやまる,JLPT_1 JLPT
歩み,あゆみ,JLPT_1 JLPT
歩む,あゆむ,JLPT_1 JLPT
予め,あらかじめ,JLPT_1 JLPT
荒らす,あらす,JLPT_1 JLPT
争い,あらそい,JLPT_1 JLPT
改まる,あらたまる,JLPT_1 JLPT
荒っぽい,あらっぽい,JLPT_1 JLPT
アラブ,アラブ,JLPT_1 JLPT
霰,あられ,JLPT_1 JLPT
有り様,ありさま,JLPT_1 JLPT
ありのまま,ありのまま,JLPT_1 JLPT
ありふれる,ありふれる,JLPT_1 JLPT
アルカリ,アルカリ,JLPT_1 JLPT
アルミ,アルミ,JLPT_1 JLPT
アワー,アワー,JLPT_1 JLPT
合わす,あわす,JLPT_1 JLPT
～合せ,～あわせ,JLPT_1 JLPT
アンコール,アンコール,JLPT_1 JLPT
暗殺,あんさつ,JLPT_1 JLPT
暗算,あんざん,JLPT_1 JLPT
暗示,あんじ,JLPT_1 JLPT
案じる,あんじる,JLPT_1 JLPT
安静,あんせい,JLPT_1 JLPT
